order,family,name,FA_age,LA_age
Monograptina,Monograptidae,Coronograptus cyphus cyphus (Lapworth) 1876,443.2067,441.907
Monograptina,Monograptidae,Coronograptus gregarius gregarius (Lapworth) 1,442.7135,439.9653
Monograptina,Monograptidae,Coronograptus gregarius minisculus Obut & Sobol,442.7135,441.9654
Monograptina,Monograptidae,Coronograptus hipposideros Toghill 1968,442.6705,442.6093
Monograptina,Monograptidae,Coronograptus maxiculus Storch,440.184,440.1206
Dichograptoidea,Dichograptidae,Corymbograptus aequabilis,470.8099525,470.8099525
Dichograptoidea,Dichograptidae,Corymbograptus vicinus,475.6271006,475.6271006
Dichograptoidea,Dichograptidae,Corymbograptus deflexus (Elles & Wood) 1901,473.05,469.9463
Dichograptoidea,Dichograptidae,Corymbograptus inflexus (Chen & Xia) 1979,473.5546,473.4175
Dichograptoidea,Dichograptidae,Corymbograptus mundus Hall 1914,473.5546,468.0134
Dichograptoidea,Dichograptidae,Corymbograptus retroflexus (Perner) 1895,464.2763,461.8259
Dichograptoidea,Dichograptidae,Corymbograptus turgidus (Lee),474.3597,474.2401
Dichograptoidea,Dichograptidae,Corymbograptus uniformis (Elles & Wood) 1901,466.9656,464.8723
Dichograptoidea,Dichograptidae,Corymbograptus uniformis lepidus (Ni) 1979,469.4106,464.2932
Dichograptoidea,Dichograptidae,Corymbograptus varicosus Wang 1968,474.3597,473.05
Dichograptoidea,Dichograptidae,Corymbograptus v-fractus tullbergi (Monsen),476.1639,475.7441
Dichograptoidea,Dichograptidae,Corymbograptus v-fractus volucer (Nicholson) 1,466.9656,464.2932
Dichograptoidea,Dichograptidae,Corymbograptus vicinatus,475.7613,474.676
Dichograptoidea,Dichograptidae,Corymbograptus yunnanensis (Li) 1979,474.3615,474.2672
Dichograptoidea,Glossograptidae,Corynoides n.sp.1 Ortega et al. 2008,448.7594555,448.7594555
Dichograptoidea,Glossograptidae,Corynoides americanus Ruedemann,456.4919,450.6392
Dichograptoidea,Glossograptidae,Corynoides australis Hams & Thomas,455.707,450.6382
Dichograptoidea,Glossograptidae,Corynoides calicularis Nicholson 1867,455.9742,450.9189
Dichograptoidea,Glossograptidae,Corynoides curtus (Lapworth) 1876,455.3385,450.721
Dichograptoidea,Glossograptidae,Corynoides incurvus Hadding 1915,455.1161,451.0518
Dichograptoidea,Glossograptidae,Corynoides n.sp.2 Ortega et al. 2008,446.5105,446.4985
Dichograptoidea,Glossograptidae,Corynoides serpens Strachan 1949,454.5951,451.5277
Dichograptoidea,Glossograptidae,Corynoides ultimus Ruedemann,450.8482,449.7615
Dichograptoidea,Glossograptidae,Corynoides? pristinus Ruedemann,455.707,455.5483
Monograptina,Monograptidae,Crinitograptus operculatus Munch 1938,426.9769,422.3584
Dichograptoidea,Glossograptidae,Cryptograptus antennarius Hall 1865,467.4155,460.9413
Dichograptoidea,Glossograptidae,Cryptograptus arcticus,461.8259,461.8069
Dichograptoidea,Glossograptidae,Cryptograptus circinus Keble&Harris 1936,461.7433,461.653
Dichograptoidea,Glossograptidae,Cryptograptus gracilicornis (Hsu) 1934,462.3222,461.562
Dichograptoidea,Glossograptidae,Cryptograptus hopkinsoni (Nicholson) 1869,465.5114,465.358
Dichograptoidea,Glossograptidae,Cryptograptus insectiformis Ruedemann,453.5128,449.0013
Dichograptoidea,Glossograptidae,Cryptograptus marcidus,460.4484,449.6407
Dichograptoidea,Glossograptidae,Cryptograptus schaeferi Lapworth 1880,466.0907,455.2933
Dichograptoidea,Glossograptidae,Cryptograptus tricornis (Carruthers) 1859,461.8069,450.8775
Dichograptoidea,Glossograptidae,Cryptograptus uniformis Chen 1979,461.7433,461.562
Dichograptoidea,Glossograptidae,Cryptograptus? inutilis,468.2378,466.6984
Monograptina,Monograptidae,Cucullograptus aversus rostratus Urbanek,424.8400426,424.8400426
Monograptina,Monograptidae,Cucullograptus aversus aversus (Eisenack) 1942,424.9524,424.1737
Monograptina,Monograptidae,Cucullograptus expectatus,426.6665,426.6639
Monograptina,Monograptidae,Cucullograptus hemiaversus Urbanek 1966,424.9524,424.9387
Monograptina,Monograptidae,Cucullograptus pazdroi Urbanek 1954,426.789,425.607
Dichograptoidea,Dichograptidae,Cymatograptus balticus,476.1953,473.2829
Dichograptoidea,Dichograptidae,Cymatograptus demissus Toernquist 1901,476.7201,476.1647
Dichograptoidea,Dichograptidae,Cymatograptus protobalticus (Monsen) 1937,476.5364,475.7441
Dichograptoidea,Dichograptidae,Cymatograptus rigoletto Maletz et al. 1991,476.6393,476.1603
Dichograptoidea,Dichograptidae,Cymatograptus undulatus (Tornquist),478.4526,476.6382
Dichograptoidea,Dichograptidae,Cymatograptus? stoermeri,414.9683,414.6005
Monograptina,Monograptidae,Cyrtograptus linnarssoni Lapworth,430.9729237,430.9729237
Monograptina,Monograptidae,Cyrtograptus mancki Boucek,429.5003239,429.5003239
Monograptina,Monograptidae,Cyrtograptus bohemicus (Boucek)Loydell & Cave 1,433.2585,432.8051
Monograptina,Monograptidae,Cyrtograptus centrifugus Boucek 1931,433.7192,433.0142
Monograptina,Monograptidae,Cyrtograptus egregius Sobolevskaya,436.2749,436.2638
Monograptina,Monograptidae,Cyrtograptus elegantulus elegantulus Rickards e,426.5396,426.4974
Monograptina,Monograptidae,Cyrtograptus elegantulus sparsus Rickards et al,427.0681,426.9971
Monograptina,Monograptidae,Cyrtograptus ellesae Gortani 1923,430.8273,429.7489
Monograptina,Monograptidae,Cyrtograptus hamatus Baily 1862,430.4938,429.7088
Monograptina,Monograptidae,Cyrtograptus insectus Boucek 1931,433.9043,432.7016
Monograptina,Monograptidae,Cyrtograptus lapworthi Tullberg 1883,435.4974,433.438
Monograptina,Monograptidae,Cyrtograptus lapworthi_aff _Lenz 1980,435.2248,434.8173
Monograptina,Monograptidae,Cyrtograptus lundgreni gracilis Boucek,429.7527,429.7375
Monograptina,Monograptidae,Cyrtograptus lundgreni lundgreni Tullberg 1883,430.5466,428.6459
Monograptina,Monograptidae,Cyrtograptus multiramus Toernquist,430.7154,430.1288
Monograptina,Monograptidae,Cyrtograptus murchisoni (Carruthers) 1867,433.6083,432.9951
Monograptina,Monograptidae,Cyrtograptus n.sp. Loydell et al. 2008,433.9269,433.9238
Monograptina,Monograptidae,Cyrtograptus palmatus Lenz & Kozlowska 2006,429.9729,429.9541
Monograptina,Monograptidae,Cyrtograptus perneri Boucek 1933,430.8783,430.2641
Monograptina,Monograptidae,Cyrtograptus polyrameus Fu & Song,434.4936,434.4618
Monograptina,Monograptidae,Cyrtograptus preclarus,432.781,432.4636
Monograptina,Monograptidae,Cyrtograptus radians Toernquist 1887,430.6277,429.5127
Monograptina,Monograptidae,Cyrtograptus ramosus Boucek 1931,430.7999,430.7154
Monograptina,Monograptidae,Cyrtograptus rigidus cautleyensis Rickards 196,431.0008,430.8293
Monograptina,Monograptidae,Cyrtograptus rigidus rigidus Tullberg 1883,433.4461,430.8646
Monograptina,Monograptidae,Cyrtograptus sakmaricus Koren 1968,435.4372,433.1385
Monograptina,Monograptidae,Cyrtograptus solaris nssp Melchin,436.3783,436.31
Monograptina,Monograptidae,Cyrtograptus symmetricus Elles 1914,432.6253,432.623
Monograptina,Monograptidae,Cyrtograptus trilleri Eisel,430.6277,430.6127
Monograptina,Monograptidae,Cyrtograptus? urbaneki Teller 1976,430.5362,430.0086
Monograptina,Normalograptidae,Cystograptus ancestralis Storch 1985,444.9529,444.2671
Monograptina,Normalograptidae,Cystograptus hemmani,430.2641,430.0276
Monograptina,Normalograptidae,Cystograptus penna (Hopkinson) 1869,443.4601,442.3204
Monograptina,Normalograptidae,Cystograptus vesiculosus (Nicholson) 1868,444.0992,442.0356
Monograptina,Retiolitidae,Dabashanograptus dubius Ge 1990,438.8372,438.8368
Monograptina,Monograptidae,Demirastrites magnificus Pribyl & Munch,439.6724094,439.6724094
Monograptina,Monograptidae,Demirastrites rostrum Richter,439.0455248,439.0455248
Monograptina,Monograptidae,Demirastrites supernus Ni,437.1444719,437.1444719
Monograptina,Monograptidae,Demirastrites raitzhginiensis,440.9118,440.7641
Diplograptina,Dicranograptidae,Dicaulograptus hystrix Bulman,459.9117,455.9046
Diplograptina,Dicranograptidae,Dicaulograptus sinensis Qiao 1981,455.9501,455.9482
Diplograptina,Dicranograptidae,Dicaulograptus trechnus,460.5358,460.5253
Diplograptina,Dicranograptidae,Dicellograptus alabamensis Ruedemann 1908,456.7433,454.5951
Diplograptina,Dicranograptidae,Dicellograptus anceps (Nicholson) 1867,448.1273,446.5247
Diplograptina,Dicranograptidae,Dicellograptus angulatus Elles & Wood 1904,451.3153,450.4458
Diplograptina,Dicranograptidae,Dicellograptus bispiralis Bergstrom et al. 1999,457.4665,456.7799
Diplograptina,Dicranograptidae,Dicellograptus bispiralis bispiralis Ruedemann,457.8778,456.18
Diplograptina,Dicranograptidae,Dicellograptus caduceus Lapworth 1876,454.9817,450.109
Diplograptina,Dicranograptidae,Dicellograptus cambriensis Hughes 1989,456.6208,453.987
Diplograptina,Dicranograptidae,Dicellograptus carruthersi Toghill 1970,450.9923,449.4333
Diplograptina,Dicranograptidae,Dicellograptus complanatus arkansasensis Ruedem,448.3854,447.863
Diplograptina,Dicranograptidae,Dicellograptus complanatus Lapworth,449.1375,446.9897
Diplograptina,Dicranograptidae,Dicellograptus complexus Davies 1929,449.0435,446.8477
Diplograptina,Dicranograptidae,Dicellograptus divaricatus divaricatus (Hall),457.1786,453.3024
Diplograptina,Dicranograptidae,Dicellograptus divaricatus rigidus Lapworth,455.6189,455.5483
Diplograptina,Dicranograptidae,Dicellograptus divaricatus sl (Hall) 1859,455.7696,455.5483
Diplograptina,Dicranograptidae,Dicellograptus elegans elegans (Carruthers) 18,450.1793,449.4461
Diplograptina,Dicranograptidae,Dicellograptus elegans elegans late,455.707,455.6377
Diplograptina,Dicranograptidae,Dicellograptus elegans rigens Elles & Wood 190,448.7123,448.2086
Diplograptina,Dicranograptidae,Dicellograptus exilis Elles & Wood 1904,457.9017,454.3311
Diplograptina,Dicranograptidae,Dicellograptus flexuosus Lapworth 1876,451.1731,447.4254
Diplograptina,Dicranograptidae,Dicellograptus forchhammeri (Geinitz) 1852,449.7971,448.7849
Diplograptina,Dicranograptidae,Dicellograptus geniculatus Bulman 1932,458.6426,456.2434
Diplograptina,Dicranograptidae,Dicellograptus graciliramosus Yin & Mu,448.1082,447.2607
Diplograptina,Dicranograptidae,Dicellograptus gravis Keble & Harris 1925,450.109,448.2386
Diplograptina,Dicranograptidae,Dicellograptus gurleyi A Bergstrom et al. 1999,458.5454,456.8132
Diplograptina,Dicranograptidae,Dicellograptus gurleyi gurleyi Lapworth,457.17,453.0487
Diplograptina,Dicranograptidae,Dicellograptus intortus s.l. Lapworth 1880,457.9112,454.307
Diplograptina,Dicranograptidae,Dicellograptus johnstrupi Hadding 1915,450.1186,447.4826
Diplograptina,Dicranograptidae,Dicellograptus minor Toghill 1970,448.2989,446.1536
Diplograptina,Dicranograptidae,Dicellograptus mirabilis Mu & Chen,447.7138,446.4493
Diplograptina,Dicranograptidae,Dicellograptus moffatensis (Carruthers) 1858,450.9214,450.4262
Diplograptina,Dicranograptidae,Dicellograptus moffatensis_aff _Sobolevskaya,452.8995,452.8597
Diplograptina,Dicranograptidae,Dicellograptus morrisi Hopkinson,450.903,447.4812
Diplograptina,Dicranograptidae,Dicellograptus ornatus ornatus Elles & Wood,448.3595,446.363
Diplograptina,Dicranograptidae,Dicellograptus patulosus Lapworth 1880,455.9046,455.1006
Diplograptina,Dicranograptidae,Dicellograptus praeanceps Rickards 2002,451.9754,447.227
Diplograptina,Dicranograptidae,Dicellograptus pumilis Lapworth 1876,451.0518,448.7861
Diplograptina,Dicranograptidae,Dicellograptus russami,448.9688,448.8266
Diplograptina,Dicranograptidae,Dicellograptus salopiensis Elles & Wood 1904,457.8778,454.449
Diplograptina,Dicranograptidae,Dicellograptus sextans sextans (Hall) 1843,457.0209,455.0438
Diplograptina,Dicranograptidae,Dicellograptus sextans sextans late,446.1584,446.1521
Diplograptina,Dicranograptidae,Dicellograptus sextans ssp. (Hall),456.8738,454.3495
Diplograptina,Dicranograptidae,Dicellograptus tenuiculus Mu et al. 1974,448.9991,447.7538
Diplograptina,Dicranograptidae,Dicellograptus tumidus Chen,447.8779,446.5105
Diplograptina,Dicranograptidae,Dicellograptus turgidus Mu 1963,448.0872,447.7107
Diplograptina,Dicranograptidae,Dicellograptus vagus A,458.6349,458.5454
Diplograptina,Dicranograptidae,Dicellograptus vagus Hadding,458.0008,455.3676
Diplograptina,Dicranograptidae,Diceratograptus mirus Mu 1963,447.4693,446.363
Dichograptoidea,Dichograptidae,Dichograptus n.sp.B,463.4579406,463.4579406
Dichograptoidea,Dichograptidae,Dichograptus n.sp.D,462.5891625,462.5891625
Dichograptoidea,Dichograptidae,Dichograptus changshanensis Legg 1976,473.4191,465.625
Dichograptoidea,Dichograptidae,Dichograptus erectus,470.67,470.6462
Dichograptoidea,Dichograptidae,Dichograptus expansus Harris & Keble 1940,473.6219,473.6149
Dichograptoidea,Dichograptidae,Dichograptus jiangxiensis Jiao 1983,461.5421,461.4987
Dichograptoidea,Dichograptidae,Dichograptus maccoyi densus,471.0851,465.1342
Dichograptoidea,Dichograptidae,Dichograptus maccoyi maccoyi Harris & Thomas 1,474.0419,472.4945
Dichograptoidea,Dichograptidae,Dichograptus n.sp.A,462.8647,462.823
Dichograptoidea,Dichograptidae,Dichograptus n.sp.C,463.95,463.9196
Dichograptoidea,Dichograptidae,Dichograptus norvegicus Harris & Keble 1940,474.8095,470.8193
Dichograptoidea,Dichograptidae,Dichograptus octobrachiatus octobrachiatus (Hal,474.3615,460.5989
Dichograptoidea,Dichograptidae,Dichograptus octobrachiatus sedgwickii Salter,473.0596,469.3345
Dichograptoidea,Dichograptidae,Dichograptus octonarius octonarius Hall 1893,469.4221,466.7382
Dichograptoidea,Dichograptidae,Dichograptus separatus delicatulus,467.2556,465.363
Dichograptoidea,Dichograptidae,Dichograptus separatus Elles 1898,464.8723,464.7431
Dichograptoidea,Dichograptidae,Dichograptus solidus Harris & Thomas,473.5546,465.16
Dichograptoidea,Dichograptidae,Dichograptus tenuis,474.3597,471.9477
Diplograptina,Dicranograptidae,Dicranograptus celticus Elles & Wood 1904,456.4813746,456.4813746
Diplograptina,Dicranograptidae,Dicranograptus arkansasensis,453.5128,453.2607
Diplograptina,Dicranograptidae,Dicranograptus brevicaulis Elles & Wood 1904,456.7661,454.9756
Diplograptina,Dicranograptidae,Dicranograptus clingani Carruthers,454.8603,450.9214
Diplograptina,Dicranograptidae,Dicranograptus clingani resicis Williams,452.6699,450.8775
Diplograptina,Dicranograptidae,Dicranograptus contortus Ruedemann,455.7631,453.4742
Diplograptina,Dicranograptidae,Dicranograptus cyathiformis Elles & Wood 1904,454.6348,454.227
Diplograptina,Dicranograptidae,Dicranograptus furcatus (Hall) 1847,456.4906,455.5674
Diplograptina,Dicranograptidae,Dicranograptus furcatus minimus Lapworth 1876,455.6189,455.5483
Diplograptina,Dicranograptidae,Dicranograptus hians hians Hall,451.1402,450.4398
Diplograptina,Dicranograptidae,Dicranograptus irregularis Hadding 1913,458.4982,455.3912
Diplograptina,Dicranograptidae,Dicranograptus kanzuensis,456.18,455.9742
Diplograptina,Dicranograptidae,Dicranograptus kirki Ruedemann 1947,455.0374,448.7123
Diplograptina,Dicranograptidae,Dicranograptus nicholsoni diapason Gurley,456.4906,456.2314
Diplograptina,Dicranograptidae,Dicranograptus nicholsoni geniculatus Ruedemann,457.4671,457.3306
Diplograptina,Dicranograptidae,Dicranograptus nicholsoni Hopkinson 1870,456.3215,449.8803
Diplograptina,Dicranograptidae,Dicranograptus nicholsoni minor Bulman 1945,452.8759,452.8187
Diplograptina,Dicranograptidae,Dicranograptus ramosus longicaulis Elles & Wood,451.706,450.9189
Diplograptina,Dicranograptidae,Dicranograptus ramosus ramosus (Hall) 1847,456.4814,450.4875
Diplograptina,Dicranograptidae,Dicranograptus ramosus semispinifer,451.131,451.1139
Diplograptina,Dicranograptidae,Dicranograptus ramosus sensu_lato,450.9214,450.9189
Diplograptina,Dicranograptidae,Dicranograptus ramosus spinifer Elles & Wood 1,455.7631,450.6098
Diplograptina,Dicranograptidae,Dicranograptus rectus Hopkinson 1872,456.6158,454.3157
Diplograptina,Dicranograptidae,Dicranograptus spinifer Elles & Wood 1904,455.9376,451.131
Diplograptina,Dicranograptidae,Dicranograptus tardiusculus Elles & Wood 1904,455.5483,455.3804
Diplograptina,Dicranograptidae,Dicranograptus ziczac Lapworth 1876,455.5674,454.3329
Dichograptoidea,Dichograptidae,Didymograptellus mirificus Ni 1979,471.1367852,471.1367852
Dichograptoidea,Dichograptidae,Didymograptellus amonus,472.5044,472.4945
Dichograptoidea,Dichograptidae,Didymograptellus approximatus Ni 1979,472.7137,472.4579
Dichograptoidea,Dichograptidae,Didymograptellus bifidus Hall 1858,473.1087,469.9463
Dichograptoidea,Dichograptidae,Didymograptellus bifidus late Hall 1858,461.769,461.7631
Dichograptoidea,Dichograptidae,Didymograptellus dachengsiensis Chen & Xia 1979,472.2355,471.9477
Dichograptoidea,Dichograptidae,Didymograptellus diapason,473.4483,473.3903
Dichograptoidea,Dichograptidae,Didymograptellus macilentus Chen & Xia 1979,471.1805,471.1146
Dichograptoidea,Dichograptidae,Didymograptellus mammosus Chen & Xia,472.7137,472.4582
Dichograptoidea,Dichograptidae,Didymograptellus minutus (Tornquist) 1879,475.619,468.5276
Dichograptoidea,Dichograptidae,Didymograptellus multiplex,469.6418,469.6173
Dichograptoidea,Dichograptidae,Didymograptellus nobilis Chen & Xia,472.7137,472.508
Dichograptoidea,Dichograptidae,Didymograptellus obesus,474.3751,474.2401
Dichograptoidea,Dichograptidae,Didymograptellus protobifidus Elles 1901,473.4742,471.6768
Dichograptoidea,Dichograptidae,Didymograptellus protobifidus late Elles 1901,465.5372,462.8172
Dichograptoidea,Dichograptidae,Didymograptellus protogeminus Decker,470.8193,470.81
Dichograptoidea,Dichograptidae,Didymograptellus separatus Chen & Xia 1979,470.8193,470.6721
Dichograptoidea,Dichograptidae,Didymograptellus striphnos Ni 1979,472.6792,472.5044
Dichograptoidea,Dichograptidae,Didymograptellus turneri Decker,472.6683,472.508
Dichograptoidea,Dichograptidae,Didymograptellus wudangensis Chen 1979,471.1805,471.1368
Dichograptoidea,Dichograptidae,Didymograptus bartrumi Benson & Keble 1935,476.1952907,476.1952907
Dichograptoidea,Dichograptidae,Didymograptus bifidus sensu_Zalasciewicz,460.4901445,460.4901445
Dichograptoidea,Dichograptidae,Didymograptus changningensis Ni 1979,460.7818447,460.7818447
Dichograptoidea,Dichograptidae,Didymograptus constrictus Hall 1865,474.9536671,474.9536671
Dichograptoidea,Dichograptidae,Didymograptus eocaduceus Harris 1933,475.6271006,475.6271006
Dichograptoidea,Dichograptidae,Didymograptus hemicyclus Harris 1933,475.583568,475.583568
Dichograptoidea,Dichograptidae,Didymograptus pakrianus Jaanusson 1960,459.9161674,459.9161674
Dichograptoidea,Dichograptidae,Didymograptus pandus Bulman,459.3145948,459.3145948
Dichograptoidea,Dichograptidae,Didymograptus acutus Ekstrom 1937,461.4292,458.4949
Dichograptoidea,Dichograptidae,Didymograptus artus Elles & Wood 1901,466.4735,456.7828
Dichograptoidea,Dichograptidae,Didymograptus bidens Keble,474.7096,473.5546
Dichograptoidea,Dichograptidae,Didymograptus conflectus Ni 1979,460.4901,460.4354
Dichograptoidea,Dichograptidae,Didymograptus cuspidatus Ruedemann,466.7382,465.1686
Dichograptoidea,Dichograptidae,Didymograptus eobifidus Chen & Xia,473.7296,472.4945
Dichograptoidea,Dichograptidae,Didymograptus geminus (Hissinger) 1840,459.4739,458.46
Dichograptoidea,Dichograptidae,Didymograptus jiangxiensis Ni 1983,460.4354,460.3794
Dichograptoidea,Dichograptidae,Didymograptus miserabilis Bulman 1931,461.4292,461.3399
Dichograptoidea,Dichograptidae,Didymograptus murchisoni gp.,462.4354,458.46
Dichograptoidea,Dichograptidae,Didymograptus n.sp. Kraft & Kraft 2003,463.0456,462.823
Dichograptoidea,Dichograptidae,Didymograptus n.sp.1,481.403,481.0703
Dichograptoidea,Dichograptidae,Didymograptus n.sp.2,480.73,480.7264
Dichograptoidea,Dichograptidae,Didymograptus nanus Lapworth 1875,461.769,459.3146
Dichograptoidea,Dichograptidae,Didymograptus nitidus_aff _Norford 2002,472.0237,471.9477
Dichograptoidea,Dichograptidae,Didymograptus parallelus,473.5546,472.4945
Dichograptoidea,Dichograptidae,Didymograptus pluto Jenkins 1963,460.4354,460.3794
Dichograptoidea,Dichograptidae,Didymograptus protobifidus sensu_Zalasciewicz,463.0456,462.823
Dichograptoidea,Dichograptidae,Didymograptus pseudogeminus Boucek 1973,463.9196,463.8985
Dichograptoidea,Dichograptidae,Didymograptus regularis,458.4982,458.1517
Dichograptoidea,Dichograptidae,Didymograptus sagittocaulis Gurley,455.9376,455.9046
Dichograptoidea,Dichograptidae,Didymograptus speciosus Ekstrom 1937,458.7911,458.7583
Dichograptoidea,Dichograptidae,Didymograptus spinulosus (Perner),464.1036,460.4901
Dichograptoidea,Dichograptidae,Didymograptus stabilis Elles & Wood 1901,461.3821,460.4901
Dichograptoidea,Dichograptidae,Didymograptus stanislavi (Boucek) 1973,464.2932,462.8878
Dichograptoidea,Dichograptidae,Didymograptus stavus Legg,463.4579,463.4454
Dichograptoidea,Dichograptidae,Didymograptus v-fractus v-fractus Salter 1863,474.8095,473.05
Dichograptoidea,Dichograptidae,Didymograptus volucer,465.5114,465.358
Monograptina,Dimorphograptidae,Dimorphograptus physophora sensu_Koren&Rickards,442.7957967,442.7957967
Monograptina,Dimorphograptidae,Dimorphograptus compactus Storch & Serpagli 200,443.0939,443.0508
Monograptina,Dimorphograptidae,Dimorphograptus confertus confertus (Nicholson),444.8355,442.0323
Monograptina,Dimorphograptidae,Dimorphograptus confertus swanstoni Lapworth 1,443.046,442.6715
Monograptina,Dimorphograptidae,Dimorphograptus decussatus decussatus (Lapworth,443.2051,443.1861
Monograptina,Dimorphograptidae,Dimorphograptus elongatus Lapworth 1876,444.0804,443.426
Monograptina,Dimorphograptidae,Dimorphograptus epilongissimus Rickards,443.5447,442.6175
Monograptina,Dimorphograptidae,Dimorphograptus erectus erectus Elles & Wood 1,443.8384,442.6872
Monograptina,Dimorphograptidae,Dimorphograptus erectus nicholsoni Rickards,443.4805,442.6175
Monograptina,Dimorphograptidae,Dimorphograptus longissimus Kurck,442.8725,442.7135
Monograptina,Dimorphograptidae,Dimorphograptus malayensis Jones,443.585,443.5812
Monograptina,Dimorphograptidae,Dimorphograptus minutus,443.046,442.7099
Monograptina,Dimorphograptidae,Dimorphograptus physophora (Nicholson) 1868,443.3775,441.4298
Monograptina,Dimorphograptidae,Dimorphograptus physophora alaskensis Churkin &,442.7135,442.7099
Monograptina,Dimorphograptidae,Dimorphograptus physophora_aff _Storch & Kraft,443.1804,443.1122
Monograptina,Dimorphograptidae,Dimorphograptus swanstoni Lapworth 1876,443.3,443.0508
Monograptina,Dimorphograptidae,Dimorphogratus decussatus decussatus Elles & Wo,443.3,443.1194
Diplograptina,Climacograptidae,Diplacanthograptus caudatus,455.4878,449.4777
Diplograptina,Climacograptidae,Diplacanthograptus dorotheus (Riva),451.0452,449.7482
Diplograptina,Climacograptidae,Diplacanthograptus lanceolatus VandenBerg 1990,451.1534,450.7716
Diplograptina,Climacograptidae,Diplacanthograptus spiniferus (Ruedemann),452.6791,449.8333
Diplograptina,Diplograptidae,Diplograptus ellesi Bulman 1963,461.8259,461.769
Diplograptina,Diplograptidae,Diplograptus elongatus Churkin & Carter 1970,443.4845,442.3204
Diplograptina,Diplograptidae,Diplograptus foliaceus (Murchison) 1839,458.0958,451.706
Diplograptina,Diplograptidae,Diplograptus hollingsworthi Skevington 1970,461.8259,461.8033
Diplograptina,Diplograptidae,Diplograptus improvisus,446.2613,446.1478
Diplograptina,Diplograptidae,Diplograptus modestus gp.,444.8039,444.7967
Diplograptina,Diplograptidae,Diplograptus modestus modestus Lapworth 1876,446.3344,443.0508
Diplograptina,Diplograptidae,Diplograptus modestus parvulus Lapworth 1900,444.8915,443.4303
Diplograptina,Diplograptidae,Diplograptus modestus sibiricus,458.7915,458.7911
Diplograptina,Diplograptidae,Diplograptus modestus tenuis Rickards,443.5736,443.1122
Diplograptina,Diplograptidae,Diplograptus multidens Elles & Wood 1907,456.0804,446.1506
Diplograptina,Diplograptidae,Diplograptus n.sp.1 Masiak et al. 2003,442.8013,442.7099
Diplograptina,Diplograptidae,Diplograptus n.sp.1 Podhalanska 1980,456.2314,456.0725
Diplograptina,Diplograptidae,Diplograptus notabilis,458.6349,455.5483
Diplograptina,Diplograptidae,Diplograptus nsp.A Finney et al. 1996,456.2954,454.2046
Diplograptina,Diplograptidae,Diplograptus pristis (Hisinger) 1837,452.6421,446.9258
Diplograptina,Diplograptidae,Diplograptus tcherskyi nssp Melchin 1988,440.1232,440.0771
Diplograptina,Diplograptidae,Diplograptus tcherskyi tcherskyi,442.3204,440.413
Diplograptina,Diplograptidae,Diplograptus? pilatus Williams 1982,450.9214,450.4319
Diplograptina,Diplograptidae,Diplograptus? rarus Rickards 1970,445.5396,443.8115
Monograptina,Monograptidae,Diversograptus bohemicus Boucek,434.5160004,434.5160004
Monograptina,Monograptidae,Diversograptus globosus Boucek & Pribyl,437.6612,437.6592
Monograptina,Monograptidae,Diversograptus ramosus Manck 1923,439.5757,434.4876
Monograptina,Monograptidae,Diversograptus zelkovicensis Boucek & Pribyl,437.6756,437.6539
Monograptina,Retiolitidae,Doligraptus latus Lenz & Kozlowska-Dawidz. 2002,428.2209,427.9756
Monograptina,Monograptidae,Eisenackograptus chainos (Lenz) 1993,428.125,427.53
Monograptina,Monograptidae,Enigmagraptus mitchelli (Rickards & Wright) 199,422.7478,422.7358
Monograptina,Monograptidae,Enigmagraptus yassensis (Rickards & Wright) 199,423.2918,423.2537
Diplograptina,Diplograptidae,Ensigraptus caudatus early,457.4671,457.4665
Diplograptina,Diplograptidae,Eoglyptograptus bouceki Dean et al. 2000,464.2989,464.2763
Diplograptina,Diplograptidae,Eoglyptograptus n.sp.2,459.8917,459.8735
Dichograptoidea,Sigmagraptidae,Etagraptus harti (Hall) 1914,474.4017,468.4448
Dichograptoidea,Sigmagraptidae,Etagraptus tenuissimus (Harris & Thomas) 1942,474.0514,471.9698
Dichograptoidea,Sigmagraptidae,Etagraptus triograptoides (Harris & Thomas) 193,474.0654,473.8391
Diplograptina,Diplograptidae,Euclimacograptus hastatus hastatus T.S.Hall 19,448.2086,445.7116
Monograptina,Monograptidae,Euroclimacis hamata Loydell et al. 2008,434.8173,433.0525
Monograptina,Monograptidae,Euroclimacis iberica Storch 1998,435.6203,434.7345
Monograptina,Monograptidae,Euroclimacis jabalonensis Loydell et al. 2008,435.9827,435.5647
Monograptina,Monograptidae,Euroclimacis pradoi Loydell et al. 2008,435.9799,435.9743
Dichograptoidea,Glossograptidae,Exigraptus clavus Mu 1979,468.908,467.98
Dichograptoidea,Glossograptidae,Exigraptus n.sp.1 Maletz 2005,466.9568,466.9157
Dichograptoidea,Glossograptidae,Exigraptus n.sp.2 Maletz 2005,466.9643,466.9575
Dichograptoidea,Glossograptidae,Exigraptus nanus Mu 1979,468.8924,467.9595
Dichograptoidea,Glossograptidae,Exigraptus uniformis Mu 1979,468.908,467.6506
Dichograptoidea,Dichograptidae,Expansograptus aureus,475.583568,475.583568
Dichograptoidea,Dichograptidae,Expansograptus n.sp.2 Zhang et al. 2007,465.2919073,465.2919073
Dichograptoidea,Dichograptidae,Expansograptus oscilatoris,469.6172736,469.6172736
Dichograptoidea,Dichograptidae,Expansograptus parvus Chen & Xia,474.2400512,474.2400512
